station_id	first_date	first_year	last_date	last_year	data_days	data_starts	data_ends	code	name	lon	lat	boro	region_id	geoid
537	2013-07-01	2013	2020-12-31	2020	1866	288716	291652		Lexington Ave & E 24 St	-73.98409214	40.74025878	MN	71	106
539	2013-07-01	2013	2020-12-31	2020	2731	239659	248470		Metropolitan Ave & Bedford Ave	-73.96024116	40.71534825	BK	71	301
540	2013-07-01	2013	2020-12-31	2020	2508	303968	304994		Lexington Ave & E 29 St	-73.98215353	40.74311555	MN	71	105
545	2013-07-01	2013	2020-12-31	2020	2658	352690	352868		E 23 St & 1 Ave	-73.97809472	40.736502	MN	71	106
546	2013-07-01	2013	2020-12-31	2020	2712	299026	299374		E 30 St & Park Ave S	-73.98303529	40.74444921	MN	71	105
2000	2013-07-01	2013	2020-12-31	2020	2695	187409	199568		Front St & Washington St	-73.98940236	40.70255088	BK	71	302
2002	2013-07-01	2013	2020-12-31	2020	2733	210670	218567		Wythe Ave & Metropolitan Ave	-73.963198	40.716887	BK	71	301
2003	2013-07-01	2013	2020-12-31	2020	2493	315629	311606		1 Ave & E 18 St	-73.98054421	40.73381219	MN	71	106
2005	2013-07-01	2013	2020-12-31	2020	2319	7699	8657		Railroad Ave & Kay Ave	-73.97100056	40.70531194	BK	71	302
2006	2013-07-01	2013	2020-12-31	2020	2713	492815	487763		Central Park S & 6 Ave	-73.97634151	40.76590936	MN	71	164
2008	2013-07-01	2013	2020-12-31	2020	2737	327641	328465		Little West St & 1 Pl	-74.01677685	40.70569254	MN	71	101
2009	2013-07-01	2013	2020-12-31	2020	2726	140911	142887		Catherine St & Monroe St	-73.99682619	40.71117444	MN	71	103
2012	2013-07-01	2013	2020-12-31	2020	2732	260226	258038		E 27 St & 1 Ave	-73.976806	40.739445	MN	71	106
2021	2013-07-01	2013	2020-12-31	2020	2719	307177	292652		W 45 St & 8 Ave	-73.98859651	40.75929124	MN	71	104
2022	2013-07-01	2013	2020-12-31	2020	2718	98652	98232		E 60 St & York Ave	-73.959223	40.759107	MN	71	108
3002	2013-07-01	2013	2020-04-30	2020	2440	435186	437475		South End Ave & Liberty St	-74.015756	40.711512	MN	71	101
119	2013-07-02	2013	2020-12-31	2020	2675	24559	25716		Park Ave & St Edwards St	-73.97803415	40.69608941	BK	71	302
2017	2013-07-07	2013	2020-12-31	2020	2001	102834	98445		E 43 St & 2 Ave	-73.97121414	40.75022392	MN	71	106
2010	2013-07-14	2013	2020-12-31	2020	2395	189580	198333		Grand St & Greene St	-74.00238141	40.72170005	MN	71	102
502	2013-08-28	2013	2020-12-31	2020	2564	207489	207623		Henry St & Grand St	-73.981095	40.714211	MN	71	103
491	2014-03-01	2014	2020-06-23	2020	2299	348781	356162		E 24 St & Park Ave S	-73.98602213	40.74096374	MN	71	105
530	2014-03-01	2014	2020-12-31	2020	2483	277290	281799		11 Ave & W 59 St	-73.99046034	40.77149671	MN	71	104
3016	2015-08-01	2015	2020-12-31	2020	1719	211016	224343		Kent Ave & N 7 St	-73.96165073	40.72036775	BK	71	301
3182	2015-08-04	2015	2020-11-06	2020	826	43725	43747		Yankee Ferry Terminal	-74.016966	40.686931	MN	71	101
3130	2015-08-10	2015	2020-12-31	2020	1461	30059	30042		21 St & Queens Plaza North	-73.94335788	40.75325964	QN	71	401
3125	2015-08-11	2015	2020-12-31	2020	1960	57413	57905		45 Rd & 11 St	-73.94977234	40.74708586	QN	71	402
3113	2015-08-11	2015	2020-12-31	2020	1921	92055	92713		Greenpoint Ave & Manhattan Ave	-73.95394	40.73026	BK	71	301
3117	2015-08-12	2015	2020-12-31	2020	1960	68079	68767		Franklin St & Dupont St	-73.95866	40.73564	BK	71	301
3121	2015-08-12	2015	2020-12-31	2020	1953	30452	30388		Jackson Ave & 46 Rd	-73.94733276	40.74524768	QN	71	402
3124	2015-08-12	2015	2020-12-31	2020	1960	87240	88146		46 Ave & 5 St	-73.95451	40.74731	QN	71	402
3126	2015-08-12	2015	2020-12-31	2020	1959	71397	71207		44 Dr & Jackson Ave	-73.9432635	40.74718234	QN	71	402
3129	2015-08-12	2015	2020-12-31	2020	1958	137166	137716		Queens Plaza North & Crescent St	-73.94073717	40.75110165	QN	71	402
3108	2015-08-13	2015	2020-12-31	2020	1959	90697	89474		Nassau Ave & Russell St	-73.94434	40.72557	BK	71	301
3112	2015-08-13	2015	2020-12-31	2020	1954	146523	150619		Milton St & Franklin St	-73.95779	40.72906	BK	71	301
3119	2015-08-13	2015	2020-12-31	2020	1958	120354	121154		Vernon Blvd & 50 Ave	-73.95411749	40.74232744	QN	71	402
3127	2015-08-13	2015	2020-12-31	2020	1908	21410	21772		9 St & 44 Rd	-73.9521	40.74966	QN	71	402
3118	2015-08-13	2015	2020-12-31	2020	1928	76348	76117		McGuinness Blvd & Eagle St	-73.95284	40.73555	BK	71	301
3109	2015-08-14	2015	2020-12-31	2020	1957	68919	70083		Banker St & Meserole Ave	-73.95621	40.72606	BK	71	301
3110	2015-08-14	2015	2020-12-31	2020	1959	96430	96688		Meserole Ave & Manhattan Ave	-73.95299117	40.72708584	BK	71	301
3115	2015-08-14	2015	2020-12-31	2020	1924	78483	80002		India St & Manhattan Ave	-73.9550858	40.73232194	BK	71	301
3068	2015-08-14	2015	2020-12-31	2020	1953	34564	36363		Humboldt St & Varet St	-73.940636	40.7031724	BK	71	301
3042	2015-08-16	2015	2020-12-31	2020	1943	40243	40455		Fulton St & Utica Ave	-73.9298911	40.6794268	BK	71	303
3101	2015-08-17	2015	2020-12-31	2020	1935	85619	85481		N 12 St & Bedford Ave	-73.95484712	40.72079821	BK	71	301
3102	2015-08-17	2015	2020-12-31	2020	1915	60734	60473		Driggs Ave & Lorimer St	-73.9504154	40.72179134	BK	71	301
3107	2015-08-17	2015	2020-12-31	2020	1952	132763	134902		Bedford Ave & Nassau Ave	-73.95212324	40.72311651	BK	71	301
3123	2015-08-17	2015	2020-12-31	2020	1918	22201	22624		31 St & Thomson Ave	-73.93540375	40.74469738	QN	71	402
3092	2015-08-17	2015	2020-12-31	2020	1956	128044	131472		Berry St & N 8 St	-73.95852515	40.7190095	BK	71	301
3087	2015-08-18	2015	2020-12-31	2020	1955	84592	84518		Metropolitan Ave & Meeker Ave	-73.95234386	40.71413311	BK	71	301
3088	2015-08-18	2015	2020-12-31	2020	1952	40739	41084		Union Ave & Jackson St	-73.952029	40.7160751	BK	71	301
3094	2015-08-18	2015	2020-12-31	2020	1952	47756	47318		Graham Ave & Withers St	-73.94485918	40.7169811	BK	71	301
3095	2015-08-18	2015	2020-12-31	2020	1950	32039	31464		Graham Ave & Herbert St	-73.94500379	40.71929301	BK	71	301
3075	2015-08-19	2015	2020-12-31	2020	1930	17492	16408		Division Ave & Marcy Ave	-73.95796783	40.70708701	BK	71	301
3077	2015-08-19	2015	2020-12-31	2020	1929	75378	74524		Stagg St & Union Ave	-73.95095259	40.70877084	BK	71	301
3081	2015-08-19	2015	2020-12-31	2020	1952	60121	59581		Graham Ave & Grand St	-73.944024	40.711863	BK	71	301
3083	2015-08-19	2015	2020-12-31	2020	1952	51184	50172		Bushwick Ave & Powers St	-73.94100005	40.71247661	BK	71	301
3106	2015-08-19	2015	2020-12-31	2020	1953	73927	72904		Driggs Ave & N Henry St	-73.94308	40.72325	BK	71	301
3065	2015-08-20	2015	2020-12-31	2020	1942	24509	24538		Union Ave & Wallabout St	-73.95032283	40.70029511	BK	71	301
3069	2015-08-20	2015	2020-12-31	2020	1948	24263	24910		Lorimer St & Broadway	-73.94818595	40.70411791	BK	71	301
3070	2015-08-20	2015	2020-12-31	2020	1943	28608	28716		McKibbin St & Manhattan Ave	-73.94407279	40.70510918	BK	71	301
3071	2015-08-20	2015	2020-12-31	2020	1950	35990	36529		Boerum St & Broadway	-73.94976519	40.70538077	BK	71	301
3074	2015-08-20	2015	2020-12-31	2020	1859	65601	66700		Montrose Ave & Bushwick Ave	-73.94016171	40.70767788	BK	71	301
3076	2015-08-20	2015	2020-12-31	2020	1947	60327	59794		Scholes St & Manhattan Ave	-73.9448625	40.70870368	BK	71	301
3072	2015-08-20	2015	2020-12-31	2020	1949	28341	28553		Leonard St & Boerum St	-73.94644578	40.70583339	BK	71	301
3060	2015-08-21	2015	2020-12-31	2020	1932	31024	31012		Willoughby Ave & Tompkins Ave	-73.94626915	40.69425403	BK	71	303
3061	2015-08-21	2015	2020-12-31	2020	1945	18410	17634		Throop Ave & Myrtle Ave	-73.94371094	40.69622937	BK	71	303
3062	2015-08-21	2015	2020-12-31	2020	1948	34449	34722		Myrtle Ave & Marcy Ave	-73.94954908	40.69539817	BK	71	303
3063	2015-08-21	2015	2020-12-31	2020	1947	22984	23527		Nostrand Ave & Myrtle Ave	-73.95238108	40.69527008	BK	71	303
3064	2015-08-21	2015	2020-12-31	2020	1948	58196	58558		Myrtle Ave & Lewis Ave	-73.93756926	40.69681963	BK	71	303
3066	2015-08-21	2015	2020-12-31	2020	1946	28033	28525		Tompkins Ave & Hopkins St	-73.94708417	40.69957608	BK	71	303
3067	2015-08-21	2015	2020-12-31	2020	1950	41042	42070		Broadway & Whipple St	-73.9437303	40.7016657	BK	71	301
3179	2015-08-21	2015	2020-12-31	2020	1948	22053	22040		Park Ave & Marcus Garvey Blvd	-73.941342	40.698617	BK	71	303
3093	2015-08-22	2015	2020-12-31	2020	1949	197626	201571		N 6 St & Bedford Ave	-73.95850939	40.71745169	BK	71	301
3086	2015-08-23	2015	2020-12-31	2020	1906	103922	103556		Graham Ave & Conselyea St	-73.944507	40.715143	BK	71	301
3105	2015-08-24	2015	2020-12-31	2020	1943	35050	35231		N 15 St & Wythe Ave	-73.955736	40.724055	BK	71	301
3053	2015-08-25	2015	2020-12-31	2020	1936	28669	27470		Marcy Ave & Lafayette Ave	-73.947915	40.6900815	BK	71	303
3055	2015-08-25	2015	2020-12-31	2020	1939	35333	34301		Greene Ave & Nostrand Ave	-73.950916	40.6883337	BK	71	303
3059	2015-08-25	2015	2020-12-31	2020	1943	21645	21444		Pulaski St & Marcus Garvey Blvd	-73.939877	40.6933982	BK	71	303
3054	2015-08-25	2015	2020-12-31	2020	1947	31804	31283		Greene Ave & Throop Ave	-73.942061	40.6894932	BK	71	303
3048	2015-08-26	2015	2020-12-31	2020	1932	25067	24691		Putnam Ave & Nostrand Ave	-73.94977	40.68402	BK	71	303
3050	2015-08-26	2015	2020-12-31	2020	1946	33925	32867		Putnam Ave & Throop Ave	-73.94111	40.6851532	BK	71	303
3052	2015-08-26	2015	2020-12-31	2020	1945	44881	44636		Lewis Ave & Madison St	-73.935775	40.686312	BK	71	303
3056	2015-08-26	2015	2020-12-31	2020	1945	34160	33676		Kosciuszko St & Nostrand Ave	-73.95133465	40.69072549	BK	71	303
3057	2015-08-26	2015	2020-12-31	2020	1945	39259	38832		Kosciuszko St & Tompkins Ave	-73.9452416	40.69128258	BK	71	303
3058	2015-08-26	2015	2020-12-31	2020	1942	31905	30858		Lewis Ave & Kosciuszko St	-73.93705428	40.69237074	BK	71	303
3041	2015-08-27	2015	2020-12-31	2020	1939	33911	33867		Kingston Ave & Herkimer St	-73.94142771	40.67890679	BK	71	303
3043	2015-08-27	2015	2020-12-31	2020	1930	23813	23632		Lewis Ave & Decatur St	-73.934903	40.6814598	BK	71	303
3044	2015-08-27	2015	2020-12-31	2020	1928	15271	14691		Albany Ave & Fulton St	-73.938475	40.6800105	BK	71	303
3046	2015-08-27	2015	2020-12-31	2020	1913	27523	27644		Marcus Garvey Blvd & Macon St	-73.938037	40.682601	BK	71	303
3047	2015-08-27	2015	2020-12-31	2020	1944	38573	38335		Halsey St & Tompkins Ave	-73.944118	40.6823687	BK	71	303
3128	2015-08-27	2015	2020-12-31	2020	1924	16426	16347		21 St & 43 Ave	-73.94594845	40.75052534	QN	71	402
3049	2015-08-28	2015	2020-12-31	2020	1944	39265	38947		Cambridge Pl & Gates Ave	-73.96304	40.68488	BK	71	302
3165	2015-08-28	2015	2020-12-31	2020	1820	279605	264629		Central Park West & W 72 St	-73.97620574	40.77579377	MN	71	164
3164	2015-08-30	2015	2020-12-31	2020	1925	297838	240038		Columbus Ave & W 72 St	-73.97898475	40.7770575	MN	71	107
3158	2015-08-31	2015	2020-12-31	2020	1941	221938	208275		W 63 St & Broadway	-73.98261428	40.77163851	MN	71	107
3163	2015-09-01	2015	2020-12-31	2020	1802	245204	220163		Central Park West & W 68 St	-73.97782542	40.7734066	MN	71	164
3142	2015-09-02	2015	2020-12-31	2020	1935	230609	229094		1 Ave & E 62 St	-73.96094022	40.7612274	MN	71	108
3132	2015-09-03	2015	2020-12-31	2020	1881	132255	132336		E 59 St & Madison Ave	-73.97109243	40.76350532	MN	71	108
3134	2015-09-03	2015	2020-12-31	2020	1938	119884	114308		3 Ave & E 62 St	-73.96526895	40.76312584	MN	71	108
3141	2015-09-04	2015	2020-12-31	2020	1934	357640	356875		1 Ave & E 68 St	-73.95818491	40.76500525	MN	71	108
3159	2015-09-04	2015	2020-12-31	2020	1934	192190	183092		W 67 St & Broadway	-73.98266566	40.77492513	MN	71	107
3139	2015-09-07	2015	2020-12-31	2020	1905	97021	92460		E 72 St & Park Ave	-73.96409422	40.77118288	MN	71	108
3156	2015-09-08	2015	2020-12-31	2020	1934	187723	187390		E 72 St & York Ave	-73.95348296	40.76663814	MN	71	108
3172	2015-09-08	2015	2020-12-31	2020	1893	99408	94388		W 74 St & Columbus Ave	-73.97754961	40.7785669	MN	71	107
3175	2015-09-08	2015	2020-12-31	2020	1843	164366	159572		W 70 St & Amsterdam Ave	-73.98288594	40.77748046	MN	71	107
3135	2015-09-09	2015	2020-12-31	2020	1931	94279	93487		E 75 St & 3 Ave	-73.95772297	40.77112927	MN	71	108
3160	2015-09-09	2015	2020-12-31	2020	1828	167206	153162		Central Park West & W 76 St	-73.97374737	40.77896784	MN	71	164
3178	2015-09-09	2015	2020-12-31	2020	1939	94405	90769		Riverside Dr & W 78 St	-73.98362492	40.78414472	MN	71	107
3140	2015-09-10	2015	2020-12-31	2020	1928	230346	232389		1 Ave & E 78 St	-73.9535166	40.77140426	MN	71	108
3221	2015-09-10	2015	2020-12-31	2020	1905	23283	23718		47 Ave & 31 St	-73.93561	40.743	QN	71	402
3169	2015-09-11	2015	2020-12-31	2020	1924	107814	106534		Riverside Dr & W 82 St	-73.98128127	40.78720869	MN	71	107
3170	2015-09-11	2015	2020-12-31	2020	1906	144211	130450		W 84 St & Columbus Ave	-73.97283406	40.78499979	MN	71	107
3147	2015-09-14	2015	2020-12-31	2020	1667	173905	174129		E 85 St & 3 Ave	-73.95407149	40.77801203	MN	71	108
3150	2015-09-14	2015	2020-12-31	2020	1929	89710	87747		E 85 St & York Ave	-73.94803392	40.77536905	MN	71	108
3177	2015-09-14	2015	2020-12-31	2020	1903	136327	120426		W 84 St & Broadway	-73.977112	40.7867947	MN	71	107
3136	2015-09-15	2015	2020-12-31	2020	1623	105110	103557		5 Ave & E 63 St	-73.971518	40.766368	MN	71	164
3144	2015-09-15	2015	2020-12-31	2020	1744	41450	37957		E 81 St & Park Ave	-73.9590097	40.77677702	MN	71	108
3145	2015-09-15	2015	2020-12-31	2020	1924	109637	105781		E 84 St & Park Ave	-73.95772073	40.77862688	MN	71	108
3146	2015-09-15	2015	2020-12-31	2020	1926	88604	86891		E 81 St & 3 Ave	-73.9567526	40.77573034	MN	71	108
3148	2015-09-16	2015	2020-12-31	2020	1796	115881	118007		E 84 St & 1 Ave	-73.95068615	40.77565541	MN	71	108
3166	2015-09-21	2015	2020-12-31	2020	1915	148008	148298		Riverside Dr & W 72 St	-73.98562431	40.78057799	MN	71	107
3184	2015-09-21	2015	2020-12-31	2020	2001	43671	44570		Paulus Hook	-74.0335519	40.7141454	JC	70	906
3185	2015-09-21	2015	2020-12-31	2020	1960	46921	49153		City Hall	-74.043845	40.7177325	JC	70	906
3186	2015-09-21	2015	2020-12-31	2020	1957	181104	226789		Grove St PATH	-74.04311746	40.71958612	JC	70	906
3187	2015-09-21	2015	2020-12-31	2020	1944	48241	48237		Warren St	-74.03805095	40.7211236	JC	70	906
3192	2015-09-21	2015	2020-12-31	2020	1964	46801	48939		Liberty Light Rail	-74.0557013	40.7112423	JC	70	906
3193	2015-09-21	2015	2020-12-31	2020	1915	17378	19921		Lincoln Park	-74.07840595	40.7246051	JC	70	906
3194	2015-09-21	2015	2020-12-31	2020	1928	33202	24553		McGinley Square	-74.06762213	40.72533993	JC	70	906
3195	2015-09-21	2015	2020-12-31	2020	1944	87065	80434		Sip Ave	-74.06391263	40.7308971	JC	70	906
3196	2015-09-21	2015	2020-12-31	2020	1873	10181	8654		Riverview Park	-74.0439909	40.7443187	JC	70	906
3198	2015-09-21	2015	2020-12-31	2020	1940	12508	11782		Heights Elevator	-74.0404433	40.74871595	JC	70	906
3199	2015-09-21	2015	2020-12-31	2020	1981	61089	61183		Newport Pkwy	-74.0321082	40.7287448	JC	70	906
3201	2015-09-21	2015	2020-12-31	2020	1829	8069	9532		Dey St	-74.066921	40.737711	JC	70	906
3202	2015-09-21	2015	2020-12-26	2020	1948	74819	77380		Newport PATH	-74.0337589	40.7272235	JC	70	906
3203	2015-09-21	2015	2020-12-31	2020	1951	98917	93726		Hamilton Park	-74.04424731	40.72759597	JC	70	906
3205	2015-09-21	2015	2020-12-31	2020	1939	34028	35097		JC Medical Center	-74.04963791	40.71653978	JC	70	906
3206	2015-09-21	2015	2020-12-31	2020	1911	15106	11145		Hilltop	-74.0575736	40.7311689	JC	70	906
3207	2015-09-21	2015	2020-12-31	2020	1922	22054	16330		Oakland Ave	-74.0524783	40.7376037	JC	70	906
3209	2015-09-21	2015	2020-12-31	2020	1926	41171	37325		Brunswick St	-74.0506564	40.7241765	JC	70	906
3211	2015-09-21	2015	2020-12-31	2020	1935	48688	47714		Newark Ave	-74.04630454	40.72152515	JC	70	906
3212	2015-09-21	2015	2020-12-31	2020	1899	12104	8842		Christ Hospital	-74.05044364	40.73478582	JC	70	906
3213	2015-09-21	2015	2020-12-31	2020	1952	45252	40398		Van Vorst Park	-74.04772663	40.71848892	JC	70	906
3214	2015-09-21	2015	2020-12-31	2020	1979	37217	39251		Essex Light Rail	-74.0364857	40.7127742	JC	70	906
3220	2015-09-21	2015	2020-12-31	2020	1884	11825	9780		5 Corners Library	-74.05950308	40.73496102	JC	70	906
3225	2015-09-21	2015	2020-12-31	2020	1932	22092	19156		Baldwin at Montgomery	-74.0641943	40.7236589	JC	70	906
3210	2015-09-21	2015	2020-12-31	2020	1922	19777	18323		Pershing Field	-74.05178863	40.74267714	JC	70	906
3080	2015-09-23	2015	2020-12-31	2020	1914	58332	57681		S 4 St & Rodney St	-73.95608	40.70934	BK	71	301
3082	2015-09-23	2015	2020-12-31	2020	1915	83945	83705		Hope St & Union Ave	-73.95141312	40.71167351	BK	71	301
3085	2015-09-23	2015	2020-12-31	2020	1788	70575	71369		Roebling St & N 4 St	-73.95739	40.71469	BK	71	301
3191	2015-09-23	2015	2020-12-30	2020	1755	4673	5943		Union St	-74.0836394	40.7182113	JC	70	906
3231	2015-09-24	2015	2020-12-31	2020	1875	68571	66794		E 67 St & Park Ave	-73.96592081	40.7678008	MN	71	108
3226	2015-09-27	2015	2020-12-31	2020	1723	118356	103778		W 82 St & Central Park West	-73.97137	40.78275	MN	71	107
3167	2015-09-28	2015	2020-12-31	2020	1916	261897	255631		Amsterdam Ave & W 73 St	-73.98093045	40.77966809	MN	71	107
3137	2015-09-29	2015	2020-12-31	2020	1883	261761	261905		5 Ave & E 73 St	-73.96685276	40.77282817	MN	71	164
3232	2015-09-29	2015	2020-12-31	2020	1908	98769	112595		Bond St & Fulton St	-73.98304269	40.68962189	BK	71	302
3161	2015-10-05	2015	2020-12-31	2020	1906	143179	116747		W 76 St & Columbus Ave	-73.97728533	40.78018397	MN	71	107
3122	2015-10-06	2015	2020-12-31	2020	1895	29689	30356		48 Ave & 5 St	-73.95587325	40.74436329	QN	71	402
3143	2015-10-07	2015	2020-12-31	2020	1888	199789	194148		5 Ave & E 78 St	-73.96427393	40.77632142	MN	71	164
3168	2015-10-07	2015	2020-07-10	2020	1688	191417	185671		Central Park West & W 85 St	-73.96961715	40.78472675	MN	71	164
3116	2015-10-08	2015	2020-12-31	2020	1903	81971	83476		Huron St & Franklin St	-73.95826	40.73266	BK	71	301
3157	2015-10-08	2015	2020-12-31	2020	1885	53919	54225		East End Ave & E 86 St	-73.94446054	40.77518615	MN	71	108
3173	2015-10-09	2015	2020-12-31	2020	1903	157680	157830		Riverside Blvd & W 67 St	-73.98888588	40.77750703	MN	71	107
3233	2015-10-10	2015	2020-12-31	2020	1872	246808	251872		E 48 St & 5 Ave	-73.97805914	40.75724568	MN	71	105
3171	2015-10-14	2015	2020-12-31	2020	1896	150298	146087		Amsterdam Ave & W 82 St	-73.97667321	40.78524672	MN	71	107
3235	2015-10-16	2015	2020-12-31	2020	1893	166119	165559		E 41 St & Madison Ave	-73.97992194	40.75216528	MN	71	105
3236	2015-11-02	2015	2020-12-31	2020	1839	212656	181253		W 42 St & Dyer Ave	-73.99379969	40.75898481	MN	71	104
3096	2015-11-03	2015	2020-12-31	2020	1872	100328	101506		Union Ave & N 12 St	-73.95242	40.71924	BK	71	301
3151	2015-11-04	2015	2020-12-31	2020	1846	101414	99856		E 81 St & York Ave	-73.94989233	40.7728384	MN	71	108
3154	2015-11-04	2015	2020-12-31	2020	1118	58049	57144		E 77 St & 3 Ave	-73.95856158	40.77314236	MN	71	108
3078	2015-11-06	2015	2020-12-31	2020	1874	83840	81208		Broadway & Roebling St	-73.96063149	40.70924826	BK	71	301
3241	2015-12-24	2015	2020-12-31	2020	1822	38992	38353		Monroe St & Tompkins Ave	-73.944694	40.686203	BK	71	303
3242	2015-12-30	2015	2020-12-29	2020	1797	78437	78624		Schermerhorn St & Court St	-73.99183363	40.69102926	BK	71	302
3243	2016-01-03	2016	2020-12-31	2020	1761	86942	86389		E 58 St & 1 Ave (NE Corner)	-73.96226227	40.75892386	MN	71	106
3244	2016-01-21	2016	2020-12-31	2020	1775	219532	220220		University Pl & E 8 St	-73.99490342	40.73143724	MN	71	102
3267	2016-03-22	2016	2020-12-31	2020	1677	48005	42461		Morris Canal	-74.03852552	40.71241882	JC	70	906
3246	2016-03-23	2016	2020-12-31	2020	747	31224	31189		Montague St & Clinton St	-73.99230033	40.69428114	BK	71	302
3100	2016-03-25	2016	2020-12-31	2020	1738	63610	63638		Nassau Ave & Newell St	-73.94752622	40.72481256	BK	71	301
3249	2016-04-05	2016	2020-12-31	2020	1727	31152	31138		Verona Pl & Fulton St	-73.9476791	40.68035608	BK	71	303
3131	2016-04-21	2016	2020-12-31	2020	1646	62433	60969		E 68 St & 3 Ave	-73.96224618	40.7671284	MN	71	108
3255	2016-05-17	2016	2020-12-31	2020	1651	404925	413182		8 Ave & W 31 St	-73.99468482	40.75058535	MN	71	104
3254	2016-05-18	2016	2020-11-01	2020	743	44784	45023		Soissons Landing	-74.01486576	40.69231661	MN	71	101
3152	2016-06-02	2016	2020-12-31	2020	1667	55156	53452		3 Ave & E 71 St	-73.96119945	40.76873687	MN	71	108
3256	2016-06-07	2016	2020-12-31	2020	1670	281672	282152		Pier 40 - Hudson River Park	-74.01129574	40.72771408	MN	71	102
3260	2016-06-23	2016	2020-12-31	2020	1645	226039	232408		Mercer St & Bleecker St	-73.99662137	40.72706363	MN	71	102
3259	2016-06-24	2016	2020-12-31	2020	1584	167372	168319		9 Ave & W 28 St	-73.99923384	40.74937024	MN	71	104
3357	2016-07-01	2016	2020-12-31	2020	1559	59864	57127		W 106 St & Amsterdam Ave	-73.96644925	40.8008363	MN	71	107
3263	2016-07-05	2016	2020-12-31	2020	1637	332071	340131		Cooper Square & Astor Pl	-73.9907527	40.72951496	MN	71	103
3245	2016-07-06	2016	2020-12-10	2020	706	638	2106	D	NYCBS DEPOT - DELANCEY	-73.98233056	40.71644423	MN	71	103
3270	2016-07-20	2016	2020-12-31	2020	1640	33142	26088		Jersey & 6th St	-74.04557168	40.72528911	JC	70	906
3268	2016-07-22	2016	2020-12-31	2020	1588	11687	11938		Lafayette Park	-74.06285852	40.71346383	JC	70	906
3272	2016-07-22	2016	2020-12-31	2020	1632	33895	31099		Jersey & 3rd	-74.04595256	40.72333159	JC	70	906
3278	2016-07-26	2016	2020-12-31	2020	1622	27308	25387		Monmouth and 6th	-74.04879034	40.72568548	JC	70	906
3279	2016-07-26	2016	2020-12-31	2020	1627	25283	22908		Dixon Mills	-74.04996783	40.72163014	JC	70	906
3345	2016-07-27	2016	2020-12-31	2020	1584	54152	53616		Madison Ave & E 99 St	-73.95242929	40.78948542	MN	71	111
3273	2016-07-28	2016	2020-12-31	2020	1626	26089	26828		Manila & 1st	-74.04288411	40.72165072	JC	70	906
3276	2016-07-28	2016	2020-12-31	2020	1660	50263	49730		Marin Light Rail	-74.04281706	40.71458404	JC	70	906
3275	2016-07-29	2016	2020-12-31	2020	1625	32806	32671		Columbus Drive	-74.03891444	40.7183552	JC	70	906
3281	2016-07-29	2016	2020-12-19	2020	1540	8279	7477		Leonard Gordon Park	-74.05727148	40.74590997	JC	70	906
3282	2016-08-01	2016	2020-12-31	2020	1608	214062	214568		5 Ave & E 88 St	-73.95939	40.78307	MN	71	164
3284	2016-08-01	2016	2020-12-31	2020	1555	52491	51606		E 88 St & Park Ave	-73.95595908	40.7814107	MN	71	108
3285	2016-08-01	2016	2020-12-31	2020	1584	86104	81353		W 87 St & Amsterdam Ave	-73.9747	40.78839	MN	71	107
3287	2016-08-01	2016	2020-12-31	2020	542	31014	28839		W 87 St & West End Ave	-73.97757	40.789622	MN	71	107
3286	2016-08-02	2016	2020-12-31	2020	1472	77468	76708		E 89 St & 3 Ave	-73.9521667	40.7806284	MN	71	108
3288	2016-08-02	2016	2020-12-31	2020	1491	90276	91528		E 88 St & 1 Ave	-73.9488134	40.778301	MN	71	108
3292	2016-08-03	2016	2020-12-31	2020	1600	78629	77632		5 Ave & E 93 St	-73.957481	40.7857851	MN	71	164
3294	2016-08-03	2016	2020-12-31	2020	1606	59335	57608		E 91 St & Park Ave	-73.955327	40.7835016	MN	71	108
3295	2016-08-03	2016	2020-08-18	2020	1472	144107	127511		Central Park W & W 96 St	-73.964839	40.79127	MN	71	164
3305	2016-08-03	2016	2020-12-31	2020	1604	105947	106709		E 91 St & 2 Ave	-73.94965589	40.7811223	MN	71	108
3425	2016-08-03	2016	2020-12-31	2020	1606	48176	48597		2 Ave & E 104 St	-73.94370784	40.7892105	MN	71	111
3290	2016-08-04	2016	2020-12-31	2020	1463	62527	62529		E 89 St & York Ave	-73.946041	40.7779453	MN	71	108
3301	2016-08-04	2016	2020-12-31	2020	1543	132160	123702		Columbus Ave & W 95 St	-73.968087	40.7919557	MN	71	107
3312	2016-08-04	2016	2020-12-31	2020	1604	70052	71742		1 Ave & E 94 St	-73.94594	40.7817212	MN	71	108
3307	2016-08-05	2016	2020-12-31	2020	1605	75474	75264		West End Ave & W 94 St	-73.974124	40.7941654	MN	71	107
3314	2016-08-05	2016	2020-12-31	2020	1575	111582	109784		W 95 St & Broadway	-73.971888	40.7937704	MN	71	107
3325	2016-08-05	2016	2020-12-31	2020	1085	28984	28933		E 95 St & 3 Ave	-73.950503	40.7849032	MN	71	108
3336	2016-08-05	2016	2020-12-31	2020	1605	83853	82850		E 97 St & Madison Ave	-73.953559	40.787801	MN	71	111
3289	2016-08-08	2016	2020-12-31	2020	1573	62980	59554		W 90 St & Amsterdam Ave	-73.97288918	40.79017948	MN	71	107
3320	2016-08-08	2016	2020-08-17	2020	1429	85567	81897		Central Park West & W 100 St	-73.96286845	40.79406661	MN	71	164
3341	2016-08-08	2016	2020-07-10	2020	1390	45117	41293		Central Park West & W 102 St	-73.96186	40.795346	MN	71	164
